status,path,w,h,component_count,reasons
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-quartermaster-runner-v2/war-unit-quartermaster-runner-v2-crawl-up-01.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-quartermaster-runner-v2/war-unit-quartermaster-runner-v2-crawl-up-02.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-quartermaster-runner-v2/war-unit-quartermaster-runner-v2-crawl-up-03.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-down-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-down-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-down-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-down-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-left-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-left-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-left-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-left-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-right-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-right-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-right-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-right-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-up-00.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-up-01.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-up-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-rifleman-v2/war-unit-rifleman-v2-crawl-up-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-down-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-down-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-down-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-down-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-left-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-left-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-left-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-left-03.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-right-00.png,128,128,2,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-right-01.png,128,128,2,
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-right-02.png,128,128,3,large alpha touches frame edge: 0
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-right-03.png,128,128,2,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-up-00.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-up-01.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-up-02.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-sapper-v2/war-unit-sapper-v2-crawl-up-03.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-down-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-down-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-down-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-down-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-left-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-left-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-left-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-left-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-right-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-right-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-right-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-right-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-up-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-up-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-up-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-scout-v2/war-unit-scout-v2-crawl-up-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-down-00.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-down-01.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-down-02.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-down-03.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-left-00.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-left-01.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-left-02.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-left-03.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-right-00.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-right-01.png,128,256,2,
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-right-02.png,128,256,2,"large alpha touches frame edge: 0,1"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-right-03.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-up-00.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-up-01.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-up-02.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-senior-surgeon-v2/war-unit-senior-surgeon-v2-crawl-up-03.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-down-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-down-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-down-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-down-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-left-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-left-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-left-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-left-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-right-00.png,128,128,2,
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-right-01.png,128,128,2,"component 1 looks separated: area=173 ratio=0.06 dist=51.0 bbox=[48, 117, 68, 127] | large alpha touches frame edge: 1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-right-02.png,128,128,2,"component 1 looks separated: area=181 ratio=0.06 dist=51.0 bbox=[54, 117, 75, 127] | large alpha touches frame edge: 1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-right-03.png,128,128,2,"component 1 looks separated: area=157 ratio=0.05 dist=51.0 bbox=[53, 118, 73, 127] | large alpha touches frame edge: 1"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-up-00.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-up-01.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-up-02.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-shell-runner-v2/war-unit-shell-runner-v2-crawl-up-03.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-down-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-down-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-down-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-down-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-left-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-left-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-left-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-left-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-right-00.png,128,128,5,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-right-01.png,128,128,5,
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-right-02.png,128,128,5,"component 1 looks separated: area=104 ratio=0.03 dist=29.0 bbox=[54, 121, 73, 127] | large alpha touches frame edge: 1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-right-03.png,128,128,5,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-up-00.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-up-01.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-up-02.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-siege-mortar-artificer-v2/war-unit-siege-mortar-artificer-v2-crawl-up-03.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-down-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-down-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-down-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-down-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-left-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-left-01.png,128,128,1,
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-left-02.png,128,128,2,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-left-03.png,128,128,1,large alpha touches frame edge: 0
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-right-00.png,128,128,2,"component 1 looks separated: area=259 ratio=0.07 dist=41.0 bbox=[61, 114, 85, 127] | large alpha touches frame edge: 0,1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-right-01.png,128,128,2,"component 1 looks separated: area=259 ratio=0.07 dist=44.0 bbox=[49, 114, 73, 127] | large alpha touches frame edge: 1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-right-02.png,128,128,3,"component 1 looks separated: area=257 ratio=0.07 dist=43.0 bbox=[47, 114, 72, 127] | large alpha touches frame edge: 0,1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-right-03.png,128,128,2,"component 1 looks separated: area=260 ratio=0.07 dist=43.0 bbox=[38, 114, 62, 127] | large alpha touches frame edge: 0,1"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-up-00.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-up-01.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-up-02.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-signaller-v2/war-unit-signaller-v2-crawl-up-03.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-down-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-down-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-down-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-down-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-left-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-left-01.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-left-02.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-left-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-right-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-right-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-right-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-right-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-up-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-up-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-up-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-stretcher-bearer-v2/war-unit-stretcher-bearer-v2-crawl-up-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-down-00.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-down-01.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-down-02.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-down-03.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-left-00.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-left-01.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-left-02.png,128,256,2,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-left-03.png,128,256,1,large alpha touches frame edge: 0
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-right-00.png,128,256,2,"component 1 looks separated: area=240 ratio=0.04 dist=85.0 bbox=[61, 239, 77, 255] | large alpha touches frame edge: 1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-right-01.png,128,256,2,"component 1 looks separated: area=188 ratio=0.03 dist=87.0 bbox=[54, 242, 71, 255] | large alpha touches frame edge: 1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-right-02.png,128,256,2,"component 1 looks separated: area=153 ratio=0.03 dist=88.0 bbox=[50, 244, 66, 255] | large alpha touches frame edge: 1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-right-03.png,128,256,2,"component 1 looks separated: area=228 ratio=0.04 dist=84.0 bbox=[43, 240, 61, 255] | large alpha touches frame edge: 0,1"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-up-00.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-up-01.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-up-02.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-supply-officer-v2/war-unit-supply-officer-v2-crawl-up-03.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-down-00.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-down-01.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-down-02.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-down-03.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-left-00.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-left-01.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-left-02.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-left-03.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-right-00.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-right-01.png,128,256,2,
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-right-02.png,128,256,2,"large alpha touches frame edge: 0,1"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-right-03.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-up-00.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-up-01.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-up-02.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-lieutenant-v2/war-unit-trench-lieutenant-v2-crawl-up-03.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-marksman-v2/war-unit-trench-marksman-v2-crawl-down-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-marksman-v2/war-unit-trench-marksman-v2-crawl-down-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-marksman-v2/war-unit-trench-marksman-v2-crawl-down-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-marksman-v2/war-unit-trench-marksman-v2-crawl-down-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-marksman-v2/war-unit-trench-marksman-v2-crawl-left-00.png,128,128,1,
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-trench-marksman-v2/war-unit-trench-marksman-v2-crawl-left-01.png,128,128,2,large alpha touches frame edge: 0
